"game_date","day_of_week","away_team","away_score","home_team","home_score","status","result","winner","is_conference","location","boxscore_url","away_runs","home_runs","away_starter","home_starter","away_starter_ip","home_starter_ip"
2026-03-13,"Friday","Bethel",3,"Coe College",10,"Final","Final","Coe College",FALSE,"Orlando, FL // NERP 3","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhjzahKugRChgIwJOnQuU36Zc5dowlAKrNQcQu3%2bqXx8UFUhkuOoDOVfJj%2fs3Eek0HCa%2fwUPeWOk0JYhXr4%2bLw1RppXHL7PJkhhbN8IzlJLSH&path=baseball",3,10,"Jackson Hunter (L, 1-1)","Jack Walsh (W, 3-1)","4","6"
2026-03-13,"Friday","Hamline",17,"Carthage College",6,"Final","Final","Hamline",FALSE,"Tucson, AZ // Kino Sports Complex","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPGBOMQ6HzAX3wcEsySnJXko%2bkFOoKQSSLBvhfpeT0ohBQdoC2HNEJUUesGkojIIgivZRu7ciLS4fnoexnGHO5F8VymwAWygDMImo%2ftL2NvMf8QOtyq9m2VlKBODgj8e2i&path=baseball",17,6,"Ben McCrady","Brendan Roberts","3","6"
2026-03-13,"Friday","St. Scholastica",4,"North Park University",5,"Final","Final","North Park University",FALSE,"Auburndale, FL // NERP #1","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUP70MuHmFeDr%2fHoyAaAHnUYRiua6jdcXRvInqE90T2dVJDjIs6qT1jDKLpwKp07LptQCNL7AvTOCRUyjxvDaZN7D3YJQSLlE9KxIxu%2bSygc0ZNPaAtCmLztOh7bN9cmdl4&path=baseball",4,5,"Blake Bullis","Jackson Nuese","4.2","6.1"
2026-03-13,"Friday","Concordia",0,"Luther College",6,"Final","Final","Luther College",FALSE,"Independence, IA // Independence High School
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=JcLFfL9RUu0H5ystoOMbjRG6pFkOaHhJ9o8S3vINmQOIe5jlXcgY0S4nV0V6%2bRzpslQrdDOnX1zUk%2fI1jid3%2fDm8bjNbnxbUpE907TWeiUbq%2f5tOWw61pff1dBCIpQ1i2aJCHOTMulyALveVcI5%2bukIwmZUynChPw8pNgSa2nN0%3d&path=baseball",0,6,"Ben Trutwin (L, 0-0)","Josh Stratton (W, 3-0)","5","6"
2026-03-13,"Friday","Hamline",1,"Claremont-Mudd-Scripps Colleges",14,"Final","Final
                                                                                        
                                            
                                            
                                                7 innings","Claremont-Mudd-Scripps Colleges",FALSE,"Tucson, AZ // Kino Sports Complex","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPGBOMQ6HzAX3wcEsySnJXko%2bkFOoKQSSLBvhfpeT0ohBQdoC2HNEJUUesGkojIIgik7JoWV7mGiZ7ux6%2bYxnX9objZvrMJeGuZsuSAJ3ge%2bKMfn1PGi35pxyxUeUvK%2bKs&path=baseball",1,14,"Carter Hoff (L, )","Kody Perry (W, )","3","5"
2026-03-13,"Friday","St. Scholastica",6,"Benedictine University",9,"Final","Final","Benedictine University",FALSE,"Auburndale, FL // NERP #1","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUP70MuHmFeDr%2fHoyAaAHnUYRiua6jdcXRvInqE90T2dVJS1XD%2fazNIa1pzBD6J0fpVy8I55DZtvuPutjub66sIvFbhSr50hEa%2fbF0v%2fre%2fo10Ll2NAGcFXLbUtd34P6EcG&path=baseball",9,6,"Spencer Geake","Zack Hlinsky","0","0.2"
2026-03-13,"Friday","Concordia",1,"Luther College",12,"Final","Final","Luther College",FALSE,"Independence, IA // Independence High School
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=JcLFfL9RUu0H5ystoOMbjRG6pFkOaHhJ9o8S3vINmQOIe5jlXcgY0S4nV0V6%2bRzpslQrdDOnX1zUk%2fI1jid3%2fDm8bjNbnxbUpE907TWeiUbq%2f5tOWw61pff1dBCIpQ1ialDZtDrkvPD3GK9%2b3HW50xJ174It9F6omxWmZVtKIq8%3d&path=baseball",1,12,"Grant Anderson (L, 0-0)","Charles Running (W, 1-1)","0.2","5"
2026-03-14,"Saturday","Macalester",5,"Dominican University (Ill.)",4,"Final","Final","Macalester",FALSE,"Auburndale, FL","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhh3G3opbCW7vkb0ASu%2fFCot4H8%2bD12wwparOOT4BdTP2hEX45aQDafF2v8d0IdHNTXR8jqbvyPvtWWXL%2b2whp2sPziW%2b%2bgrVR7iWuNLPvsPq&path=baseball",5,4,"Ben King","Langdon Downing","4.2","5.2"
2026-03-14,"Saturday","Saint John's",4,"Ohio Northern University",8,"Final","Final","Ohio Northern University",FALSE,"Winter Haven, FL // COL #4","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPHagrYYNu%2bk3eVWQRh5K35AjONin5olwY4wMNOh86t8ekarPMZ2yS6mfxgb2RiR3OYXA2nYkNsCsFsdhkw0ztdUAnonsdAuM1HQXDw6YBl58%3d&path=baseball",8,4,"Drew Tolfree (W, 2-0)","Matthew Magnuson (L, 1-1)","7","5.2"
2026-03-14,"Saturday","Saint Mary's",2,"Marian University",4,"Final","Final","Marian University",FALSE,"Decatur, IL // Workman Family Baseball Field","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPor8yFQfWAD2KGPNKRj6w3D%2fq%2fVaLsSsuL4oLYZU5chC%2b6vVxES4BK1nERUk9r2uCsVqwx9sYxbBzYYI01EZ%2fUU1AkzEUmTCLH3ZXAr6PEQU%3d&path=baseball",4,2,"Tanner Simmons (W, )","Eric Stomberg (L, )","5","4"
2026-03-14,"Saturday","Hamline",4,"Wheaton College (Ill.)",15,"Final","Final","Wheaton College (Ill.)",FALSE,"Tucson, AZ // Kino Sports Complex","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPGBOMQ6HzAX3wcEsySnJXko%2bkFOoKQSSLBvhfpeT0ohBQdoC2HNEJUUesGkojIIgi2xHPzqJzYjEWmxKbtRV%2fi6VrVfdYZZK3lVdslNXw1Uvk0UlJSeRLgNITOoBsCsnK&path=baseball",4,15,"Teagan Yotter (L, 1-1)","Jonah Moulton","5","3"
2026-03-14,"Saturday","Concordia",2,"Luther College",7,"Final","Final","Luther College",FALSE,"Independence, IA // Independence High School
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=JcLFfL9RUu0H5ystoOMbjRG6pFkOaHhJ9o8S3vINmQOIe5jlXcgY0S4nV0V6%2bRzpslQrdDOnX1zUk%2fI1jid3%2fDm8bjNbnxbUpE907TWeiUbq%2f5tOWw61pff1dBCIpQ1iMM3BvxBRDJogvu%2fir89HF%2bs46WfTgj8wZYLtARDiqYw%3d&path=baseball",7,2,"Von Berg (W, 2-1)","Dylan Innige (L, 0-0)","5","6"
2026-03-14,"Saturday","St. Olaf",4,"Wartburg College",5,"Final","Final","Wartburg College",FALSE,"Waverly, IA // Harms Stadium at Hertel Field
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUP%2fQHI2wJpL9mAWLJQ%2fNw1xY7LNwxX1Ym%2fjJnty4%2bEdWV0F9JSL77fDPnRfQULtyhL0Bp%2fvE8YBGwux4aLZkDu88%2b4QJdM3%2b2dTRaYxa5UaazKd0RDkemiScBxz6z1DDEA&path=baseball",4,5,"Kevin Steel","Emerson Alberhasky","5","6"
2026-03-14,"Saturday","Concordia",5,"Luther College",19,"Final","Final","Luther College",FALSE,"Independence, IA // Independence High School
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=JcLFfL9RUu0H5ystoOMbjRG6pFkOaHhJ9o8S3vINmQOIe5jlXcgY0S4nV0V6%2bRzpslQrdDOnX1zUk%2fI1jid3%2fDm8bjNbnxbUpE907TWeiUbq%2f5tOWw61pff1dBCIpQ1iKokX9RGiWadrBXx9ESYHsIfS6RsX0mTFuQgTj2Ka45w%3d&path=baseball",19,5,"Klocke (W, 2-0)","Brayden Wolf (L, 0-0)","5","2"
2026-03-14,"Saturday","Saint Mary's",12,"University of Dubuque",2,"Final","Final","Saint Mary's",FALSE,"Decatur, IL // Workman Family Baseball Field","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPor8yFQfWAD2KGPNKRj6w3D%2fq%2fVaLsSsuL4oLYZU5chC%2b6vVxES4BK1nERUk9r2uCMrCjdR7ebZr7qKrDm4S%2bHdKMFxWcI9Mt%2frqYKhzDF%2fj%2fBpFUQdPnxKgch45I4CIs&path=baseball",12,2,"Kasey Carlson (W, )","Blake Griesbach (L, )","6","4"
2026-03-14,"Saturday","Rowan University",6,"Bethel",5,"Final","Final
                                                                                        
                                            
                                            
                                                (12 Innings)","Rowan University",FALSE,"Orlando, FL // NERP 2","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhjzahKugRChgIwJOnQuU36Zc5dowlAKrNQcQu3%2bqXx8UkK%2fy5Z0hld0STwfYtlwDUWJVvU4H%2fao0ZXGlFd5hh7xrZvSNlLJEvL%2bKDvSzGBDh&path=baseball",6,5,"Austin Kreyenhagen","Drew Girtz","6","6"
2026-03-14,"Saturday","St. Olaf",3,"Wartburg College",7,"Final","Final","Wartburg College",FALSE,"Waverly, IA // Harms Stadium at Hertel Field
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUP%2fQHI2wJpL9mAWLJQ%2fNw1xY7LNwxX1Ym%2fjJnty4%2bEdWV0F9JSL77fDPnRfQULtyhLJcZ70%2f1BvD1XV9nAwss7DhB2AuzFeuvFzZMUSPwyXcAh86ArzBxDmEbsbLllyDq6&path=baseball",3,7,"Jack Pettit (L, 1-1)","Nicholas Nin","3","4"
2026-03-15,"Sunday","Saint John's",6,"University of Wisconsin-Stevens Point",2,"Final","Final","Saint John's",FALSE,"Davenport, FL // NERP #3","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPHagrYYNu%2bk3eVWQRh5K35AjONin5olwY4wMNOh86t8ekarPMZ2yS6mfxgb2RiR3O4ZAP58h7zZxAMgMTr%2be6ES%2bitY4BIilTgDamJ7NyrBI%3d&path=baseball",2,6,"Schultz, K (L, 0-1)","Max Edwards (W, 2-0)","6","7"
2026-03-15,"Sunday","Saint Mary's",NA,"Millikin University",NA,"Cancelled","Cancelled",NA,FALSE,"Decatur, IL // Workman Family Baseball Field",NA,NA,NA,NA,NA,NA,NA
2026-03-15,"Sunday","Macalester",11,"Ripon College",1,"Final","Final","Macalester",FALSE,"Winter Haven, FL","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhh3G3opbCW7vkb0ASu%2fFCot4H8%2bD12wwparOOT4BdTP2rVAEq6J12V62Z2Gkrc1Ljy9Aizn%2b9E2mCoUcbvKDz%2bG7uoMmyd%2bl2%2f%2buRanq%2blwX&path=baseball",1,11,"Adam Mellema (L, 0-1)","Caleb Chou-Green (W, 1-0)","3.2","5"
2026-03-16,"Monday","Macalester",NA,"Vassar College",NA,"Cancelled","Cancelled",NA,FALSE,"Davenport, FL",NA,NA,NA,NA,NA,NA,NA
2026-03-17,"Tuesday","Saint John's",10,"University of Wisconsin-Stout",4,"Final","Final","Saint John's",FALSE,"Winter Haven, FL // COL #4","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPHagrYYNu%2bk3eVWQRh5K35AjONin5olwY4wMNOh86t8ekarPMZ2yS6mfxgb2RiR3O5EaeGWRfr1VWV7%2f1m6G5DJ5vQB4BEmb9q9CuVollOhU%3d&path=baseball",10,4,"Carter Theisen (W, 1-1)","Nick Van Beek","7.1","4"
2026-03-17,"Tuesday","Macalester",11,"University of Wisconsin-River Falls",6,"Final","Final","Macalester",FALSE,"Winter Haven, FL","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhh3G3opbCW7vkb0ASu%2fFCot4H8%2bD12wwparOOT4BdTP2tNSMZn11LztN1MRrU8E9vrd%2bWa%2bo8XI81jgE8wrdigRBX3%2bn2SFiZSYnqj227EMf&path=baseball",11,6,"Josh Schmidt (W, 1-0)","Ethan Hibicke (L, 0-1)","5","1.2"
2026-03-17,"Tuesday","Bethel",8,"UMass Boston",5,"Final","Final","Bethel",FALSE,"Orlando, FL // NERP","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhjzahKugRChgIwJOnQuU36Zc5dowlAKrNQcQu3%2bqXx8U9CUVWnA3%2bJwbFnv0ir0XlALT%2ftgBwpNH6zFlYJew7wvqBUHZ7KH7QzEOdYE%2b8Rkp&path=baseball",8,5,"Roman Lachenmayer","Dowd Ritter","3.1","2.1"
2026-03-17,"Tuesday","University of Wisconsin-Stout",14,"Macalester",7,"Final","Final","University of Wisconsin-Stout",FALSE,"Auburndale, FL","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhh3G3opbCW7vkb0ASu%2fFCot4H8%2bD12wwparOOT4BdTP2y6YYqhVDnGc1EqMrc266M90xauPiQciNVAyuWJCpwBzcqP9tDqeAnAluAHbAP6QE&path=baseball",14,7,"Antonio Zeer","Gavin Addison","1.1","0"
2026-03-17,"Tuesday","Bethel",3,"Worcester State University",12,"Final","Final","Worcester State University",FALSE,"Orlando, FL // NERP","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhjzahKugRChgIwJOnQuU36Zc5dowlAKrNQcQu3%2bqXx8Ufwt1xiSg%2fjHFG0sop%2baB2fDjJShyyI78s9NOObuZ2tpS3ZkAk8QVRQi7WcgUsWUy&path=baseball",3,12,"Ted Hohn","Gavin Price","4","3.2"
2026-03-17,"Tuesday","Hamline",NA,"University of Northwestern (MN)",NA,"Postponed","Postponed",NA,FALSE,"St. Paul, MN // Reynolds Field",NA,NA,NA,NA,NA,NA,NA
2026-03-18,"Wednesday","Macalester",8,"Knox College",1,"Final","Final","Macalester",FALSE,"Winter Haven, FL","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhh3G3opbCW7vkb0ASu%2fFCot4H8%2bD12wwparOOT4BdTP2tNSMZn11LztN1MRrU8E9vmD8MG6ck7w%2fO%2fzjNoPuDt0lsGViImeAWwdK8iO8QUb5&path=baseball",1,8,"Jake Baker (L, 0-1)","Nick Strezo (W, 1-2)","2","9"
2026-03-18,"Wednesday","Rutgers-Camden",7,"Bethel",13,"Final","Final","Bethel",FALSE,"Orlando, FL // COL 4","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhjzahKugRChgIwJOnQuU36Zc5dowlAKrNQcQu3%2bqXx8UV4n9dHZZnb5FVEkqE9pzQWgQ70Kp9HDcbhrgLavIklQ71U804MiKlMLGugZWtc15&path=baseball",7,13,"Jackson Hayes (L, 0-1)","Mark Anderson (W, 2-0)","4.1","6"
2026-03-18,"Wednesday","Carleton",10,"Massachusetts College of Liberal Arts",8,"Final","Final
                                                                                        
                                            
                                            
                                                (8 inn.)","Carleton",FALSE,"Davenport, FL // NorthEast Regional Park #3
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhiHCgSvVo6vyVvsDuDSb0a%2bJ%2fFIk6s5oCHx1cXIv%2bDfqSUUEwKkHHUnvD0Hhnby%2bDHC5UMaHgw1b1ViTSZPtWodbmWsQ9JEmgO2TAUDZvXPd&path=baseball",10,8,"Jackson Corcoran","Mason Barcomb","3","4"
2026-03-18,"Wednesday","Saint John's",4,"University of Wisconsin-La Crosse",5,"Final","Final","University of Wisconsin-La Crosse",FALSE,"Davenport, FL // NERP #4","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPHagrYYNu%2bk3eVWQRh5K35AjONin5olwY4wMNOh86t8ekarPMZ2yS6mfxgb2RiR3OD11ydvOIQQP5260WnIlRD88Xz0LWSWVuYihjTQ%2bDawk%3d&path=baseball",4,5,"Hunter Hoen","Chayce Osterhaus","7","8"
2026-03-18,"Wednesday","Carleton",6,"Massachusetts College of Liberal Arts",3,"Final","Final","Carleton",FALSE,"Davenport, FL // NorthEast Regional Park #3
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhiHCgSvVo6vyVvsDuDSb0a%2bJ%2fFIk6s5oCHx1cXIv%2bDfqYdco3sAYth7J3A4tNSVoFKei1dn0Mi%2fjOCEHrU%2fYC6LIh0T62EgwZKGLAXqfPukd&path=baseball",3,6,"Chase Wendling (L, 0-1)","Ryan Kessner (W, 1-0)","3","6.2"
2026-03-19,"Thursday","Macalester",5,"Amherst College",20,"Final","Final","Amherst College",FALSE,"Auburndale, FL","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhh3G3opbCW7vkb0ASu%2fFCot4H8%2bD12wwparOOT4BdTP2D%2bseFRFID0Rw1RqddwnPtJtzRlqy%2baS6VwaMYCEfiNI3IjAwLkIBt1cgCxECfQWy&path=baseball",20,5,"Naaveen Narayanan (W, 1-0)","Ben King (L, 1-1)","5","2"
2026-03-19,"Thursday","Bethel",1,"Salve Regina",11,"Final","Final
                                                                                        
                                            
                                            
                                                (7 Innings)","Salve Regina",FALSE,"Orlando, FL // LM 6","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhjzahKugRChgIwJOnQuU36Zc5dowlAKrNQcQu3%2bqXx8UuPre2fPkhpSNxl9KHS2PfqdJ57CxQIO5DHnodOqMmj5P4Es8Z%2fvu2hQMI%2fEXfZWc&path=baseball",11,1,"Nolan Romanowski (W, 4-0)","Jackson Hunter (L, 1-2)","7","5"
2026-03-19,"Thursday","Carleton",1,"University of Wisconsin-Stout",4,"Final","Final","University of Wisconsin-Stout",FALSE,"Davenport, FL // NorthEast Regional Park #4","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhiHCgSvVo6vyVvsDuDSb0a%2bJ%2fFIk6s5oCHx1cXIv%2bDfqwH8PCXEXIL70UaSb7%2fts%2bN3zWmBePtM1%2fRaZBnOVsc7puoIbZwxZ86S32xgPADRu&path=baseball",4,1,"Nathan Weckop","Charlie Werts","7","4.1"
2026-03-19,"Thursday","Saint John's",7,"Rutgers-Camden",2,"Final","Final","Saint John's",FALSE,"Winter Haven, FL // COL #3
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPHagrYYNu%2bk3eVWQRh5K35AjONin5olwY4wMNOh86t8ekarPMZ2yS6mfxgb2RiR3O%2bbwXuBQ02cxW7jaawd3vToWBefvvxbMwyi1C0I%2bqo04%3d&path=baseball",7,2,"Matthew Magnuson (W, 2-1)","Gabe McCracken (L, 1-1)","6","3.2"
2026-03-19,"Thursday","University of Wisconsin-Stevens Point",10,"St. Olaf",0,"Final","Final
                                                                                        
                                            
                                            
                                                (7 inn.)","University of Wisconsin-Stevens Point",FALSE,"Davenport, FL // NERP #2","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUP%2fQHI2wJpL9mAWLJQ%2fNw1xY7LNwxX1Ym%2fjJnty4%2bEdWV0F9JSL77fDPnRfQULtyhLoiLJOsZKPlT%2bpJrPm7r1YOB%2fGghc1jhazhvQuoSJz06GR%2b4RPq9SEAUDRrTT7Jtd&path=baseball",0,10,"Alex Oehlke (L, 2-2)","Josh Steger (W, 1-0)","2","5"
2026-03-19,"Thursday","Saint John's",13,"Rutgers-Camden",2,"Final","Final","Saint John's",FALSE,"Winter Haven, FL // COL #3
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPHagrYYNu%2bk3eVWQRh5K35AjONin5olwY4wMNOh86t8ekarPMZ2yS6mfxgb2RiR3OQ%2fBBzrrnEj7zMUzwfMP4bytkqj2XtEQR8lhC%2bvE%2bM3o%3d&path=baseball",2,13,"Anthony Alessandroni (L, 1-1)","Dylan Bloom (W, 1-0)","4","5"
2026-03-20,"Friday","Saint John's",10,"Ramapo College",1,"Final","Final","Saint John's",FALSE,"Davenport, FL // NERP #1","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPHagrYYNu%2bk3eVWQRh5K35AjONin5olwY4wMNOh86t8ekarPMZ2yS6mfxgb2RiR3OEXjMfHS0aeSoDIli4VGGzeAujKtKDfqyErQe2imbXeE%3d&path=baseball",1,10,"James Kahn (L, 1-1)","Max Edwards (W, 3-0)","4.2","8"
2026-03-20,"Friday","University of Wisconsin-Eau Claire",9,"St. Olaf",8,"Final","Final","University of Wisconsin-Eau Claire",FALSE,"Davenport, FL // NERP #2","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUP%2fQHI2wJpL9mAWLJQ%2fNw1xY7LNwxX1Ym%2fjJnty4%2bEdWV0F9JSL77fDPnRfQULtyhLGnKdD0wuy8K0%2bCvTI2yTGD4vm3Qeddl2HeQARKPM0SkZOZse0KfzJfx4Lcb%2fY%2fha&path=baseball",9,8,"Devin Nedland","Ian Enyeart","4","4"
2026-03-20,"Friday","Macalester",21,"Elmhurst University",1,"Final","Final","Macalester",FALSE,"Auburndale, FL","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhh3G3opbCW7vkb0ASu%2fFCot4H8%2bD12wwparOOT4BdTP2ggBXIdpZdnkrHvJLkK6OMcBUhms2uYknPebVvyaocFrs30MLG1DqcxyrTjeMv%2feT&path=baseball",21,1,"Caleb Chou-Green (W, 2-0)","Landon Banaszynski (L, 1-2)","5","2"
2026-03-20,"Friday","Saint Mary's",8,"University of Wisconsin-Superior",2,"Final","Final","Saint Mary's",FALSE,"West Liberty, IA // West Liberty High School","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPor8yFQfWAD2KGPNKRj6w3D%2fq%2fVaLsSsuL4oLYZU5chC%2b6vVxES4BK1nERUk9r2uCqcKZasdo4LWXgGw9MOQQlqPfEj1ws98oufdQj%2bg9DpC%2fzF3ITenBTpQYo31dWq4F&path=baseball",2,8,"Josh Pritchard (L, 1-2)","Andrew Milner (W, 2-0)","5","7"
2026-03-21,"Saturday","Bethel",15,"Worcester State University",3,"Final","Final
                                                                                        
                                            
                                            
                                                (7 Innings)","Bethel",FALSE,"Orlando, FL // NERP 2
                                        
                                        
                                        
                                            (DH)","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhjzahKugRChgIwJOnQuU36Zc5dowlAKrNQcQu3%2bqXx8UqkCW7OWfCUkHxMEq%2fQPJ%2fesp%2fO10McGCLA2oykS0l4%2fnWqyS8GxEnsactWJf8feg&path=baseball",15,3,"Drew Girtz (W, 1-0)","Gavin Price (L, 0-1)","4","2.2"
2026-03-21,"Saturday","Carleton",1,"Kalamazoo College",16,"Final","Final","Kalamazoo College",FALSE,"Davenport, FL // NorthEast Regional Park #3","https://miacathletics.com/boxscore.aspx?id=7ltyipP022aUJKmSgYVs3wXi7up73ghniwD5ElWyd07J7BNseBaMQePf0fY%2f3yUPU2iqzJuGrvibprNxltHfhiHCgSvVo6vyVvsDuDSb0a%2bJ%2fFIk6s5oCHx1cXIv%2bDfqi103OTUM5Bkbl7PJk4W7LLpy4fAYlnMYwz1YcIblu%2f9WJFrOTW6rQfmT%2fH8caLsR&path=baseball",1,16,"Thomas Ivey (L, 0-1)","Jacob Davis (W, 2-1)","2","5"
